,name,population,area,latitude,longitude,temperature,density
484,Salt Lake City,186440.0,285.934687,40.75,-111.88333333333,18.707185628742515,652.0370157119132
485,Huntsville,180105.0,556.847443,34.713611111111,-86.586111111111,22.94848484848485,323.43688071851307
486,Mobile,195111.0,412.844104,30.727669444443997,-88.052672222222,25.909562841530054,472.60212295535166
487,Tallahassee,181376.0,268.063769,30.438736111111,-84.280633333333,28.03934426229508,676.6151228739906
488,Grand Prairie,175396.0,210.024725,32.715278000000005,-97.016944,24.81620879120879,835.1207220959342
489,Overland Park,173372.0,195.803101,38.940072222222,-94.68069722222201,19.457967032967034,885.440522211137
490,Knoxville,178874.0,269.8,35.966666666666995,-83.95,22.796338028169014,662.9873980726463
491,Port St. Lucie,164603.0,303.028608,27.275833333333,-80.355,28.43315068493151,543.1929384040202
492,Worcester,183016.0,99.973541,42.266666666667,-71.8,14.625753424657535,1830.6443701939097
493,Brownsville,183046.0,378.9,25.930277777778002,-97.48444444444401,31.29265306122449,483.0984428609132
494,Tempe,161719.0,104.117522,33.429444444444,-111.94305555556002,31.69129032258065,1553.23519897064
495,Santa Clarita,219611.0,160.99366,34.416389,-118.50638899999998,22.37851851851852,1364.0971948833264
496,Newport News,182385.0,310.798573,37.070833333333,-76.484444444444,21.072054794520547,586.8270186684545
497,Cape Coral,154305.0,310.798573,26.633333,-81.983333,29.43497267759563,496.4791134996621
498,Providence,178042.0,66.044696,41.830833333333004,-71.415,17.249726775956283,2695.7804454123007
499,Fort Lauderdale,172389.0,99.0,26.135833333333,-80.141944444444,29.054269972451788,1741.3030303030303
500,Chattanooga,173366.0,370.886297,35.045555555556,-85.267222222222,24.099726775956285,467.437059288281
501,Rancho Cucamonga,165269.0,103.265415,34.123333333333,-117.57944444443999,26.987431693989073,1600.4293402587884
502,Oceanside,167086.0,109.231,33.211666666667,-117.32583333333,22.77252747252747,1529.6573317098628
503,Santa Rosa,167815.0,107.481916,38.448611111111,-122.70472222222,21.215934065934068,1561.332419864938
504,Garden Grove,170883.0,46.513596,33.778889,-117.960278,25.59095890410959,3673.8290455977644
505,Vancouver,161791.0,129.14,45.633611111111,-122.60277777778,17.873224043715847,1252.834133498529
506,Sioux Falls,164676.0,190.29,43.536388888889,-96.73166666666701,15.297540983606558,865.3949235377582
507,Ontario,163924.0,129.515,34.052777777778,-117.62777777778,26.987431693989073,1265.675790448983
508,McKinney,155142.0,162.9,33.2,-96.633333333333,24.77486338797814,952.3756906077348
509,Elk Grove,153015.0,109.398507,38.438333333333,-121.38194444443998,24.064207650273225,1398.6936768707455
510,Jackson,173514.0,276.7,32.298888888888996,-90.184722222222,25.771584699453552,627.0834839176003
512,Salem,154637.0,125.484923,44.930833333333,-123.02888888889,18.681420765027323,1232.3153754495272
513,Springfield,159498.0,213.181921,37.195,-93.286111111111,20.701639344262297,748.1778907508766
514,Corona,160000.0,100.829,33.866666666667,-117.56666666667,28.333333333333332,1586.84505449821
515,Eugene,163460.0,111.3694883,44.051944444444,-123.08555555556002,18.693989071038253,1467.7269555165947
516,Fort Collins,143986.0,144.599036,40.566666666667,-105.08333333333,19.05054644808743,995.7604419990738
517,Peoria,154065.0,461.017883,33.5825,-112.23861111111,31.152515723270444,334.18443336177484
518,Frisco,116989.0,161.6,33.1414,-96.8131,24.81775956284153,723.9418316831683
519,Cary,151088.0,143.6,35.778888888889,-78.80027777777799,22.035376044568245,1052.1448467966575
520,Lancaster,156633.0,244.876,34.686944444443995,-118.15416666667,26.293169398907104,639.642104575377
521,Hayward,149392.0,165.108,37.668888888889,-122.08083333333,20.77677595628415,904.8138188337331
522,Palmdale,152750.0,275.099,34.581111111111,-118.10055555556002,26.292622950819673,555.254653779185
523,Salinas,150441.0,60.1318,36.677777777778,-121.65555555556001,20.917261904761904,2501.8542601418885
524,Alexandria,153511.0,40.1,38.804722222222,-77.047222222222,20.480601092896173,3828.204488778055
525,Lakewood,142980.0,114.114876,39.706389,-105.102778,18.168044077134986,1252.9479504495102
526,Springfield,153060.0,86.0,42.112411,-72.547455,15.391044776119404,1779.7674418604652
527,Pasadena,149043.0,115.3,29.676111111111002,-95.17388888888901,27.563114754098358,1292.6539462272333
528,Sunnyvale,140081.0,58.0,37.368888888888996,-122.03694444443998,21.374520547945206,2415.189655172414
529,Macon,153691.0,661.0,32.83583,-83.64639,26.234246575342468,232.5128593040847
530,Pomona,149058.0,59.476486,34.060833333333,-117.75583333333,25.23708791208791,2506.166890895336
531,Hollywood,146526.0,79.8,26.021388888889,-80.175,28.60136612021858,1836.1654135338347
532,Kansas City,145786.0,332.502673,39.106666666666996,-94.67638888888901,20.9801652892562,438.45061059103125
533,Escondido,143911.0,95.80107,33.124722,-117.08083300000001,26.053005464480872,1502.185727153152
534,Clarksville,132929.0,247.4,36.5297222,-87.3594444,21.65042492917847,537.303961196443
536,Rockford,152871.0,147.0,42.269722222222,-89.069722222222,16.20983606557377,1039.938775510204
537,Torrance,145438.0,53.233,33.835849200000006,-118.34062879999999,22.08743169398907,2732.1022673905286
540,Savannah,142772.0,281.5,32.050833333333,-81.103888888889,25.757377049180327,507.1829484902309
541,Bridgeport,144229.0,50.245769,41.183333333333,-73.2,17.336164383561645,2870.4705464852173
542,Mesquite,143484.0,119.6,32.782779999999995,-96.60972,26.140437158469943,1199.6989966555184
543,Killeen,138154.0,140.5,31.105555555556002,-97.726666666667,26.276666666666664,983.3024911032029
544,Syracuse,144669.0,68.8937,43.046898999999996,-76.144423,4.612371134020618,2099.887217554
545,McAllen,140717.0,119.916449,26.216388888888996,-98.23638888888901,31.92125748502994,1173.4586970633195
547,Bellevue,122363.0,94.46,47.5975,-122.15916666667,17.06830601092896,1295.394876138048
548,Fullerton,135161.0,57.921,33.88,-117.92861111111,26.076502732240435,2333.540512076794
549,Orange,136416.0,65.371299,33.803055555556,-117.8325,26.827197802197805,2086.787352963569
550,Dayton,141527.0,146.334328,39.766666666667,-84.2,18.61625344352617,967.1483235293908
552,Thornton,118772.0,92.980573,39.9031,-104.954,20.581005586592177,1277.3851157058366
553,West Valley City,132434.0,91.944577,40.689166666667,-111.99388888889,19.33415300546448,1440.3677119532565
554,Olathe,125872.0,156.49,38.8808,-94.8031,19.457967032967034,804.3453255799092
555,Hampton,136454.0,352.238383,37.034946000000005,-76.360126,21.47622950819672,387.3910584014917
556,Warren,134056.0,89.25099,42.491944444444,-83.023888888889,15.95601092896175,1502.0113502382437
557,Midland,123933.0,185.2,32.005,-102.09917,25.539285714285715,669.1846652267819
558,Waco,124805.0,247.4,31.551388888888997,-97.15583333333299,24.186785714285712,504.46645109135005
559,Charleston,120083.0,330.2,32.776111111111,-79.9325,24.29940476190476,363.66747425802544
560,Columbia,129272.0,349.389396,34.000555555556005,-81.04416666666701,26.73708791208791,369.99405671716494
561,Denton,113383.0,231.327378,33.216666666666995,-97.133333333333,24.683013698630138,490.14086002392673
562,Carrollton,126700.0,96.1,32.99,-96.89333333333299,24.81775956284153,1318.4183142559834
563,Surprise,117517.0,273.891242,33.629194444443996,-112.36779722222,31.152515723270444,429.0644678591074
565,Sterling Heights,129699.0,95.311562,42.580277777778,-83.030277777778,15.573972602739726,1360.7897853987538
566,Murfreesboro,108755.0,101.527533,35.846143,-86.392078,22.517808219178082,1071.1872610949779
567,Gainesville,128460.0,161.6,29.665277777778,-82.336111111111,27.99754098360656,794.9257425742575
568,Cedar Rapids,126326.0,186.660443,41.983333333333,-91.66861111111099,17.223497267759562,676.7689927747574
569,Visalia,130753.0,93.928508,36.317222222222,-119.33194444443998,25.011337209302326,1392.048088318405
571,New Haven,130282.0,52.0,41.308333333333,-72.925,16.561475409836067,2505.423076923077
572,Stamford,128278.0,134.93838,41.096666666667,-73.552222222222,18.07967032967033,950.6413223576569
573,Thousand Oaks,126683.0,142.918133,34.189444444444,-118.875,25.058677685950414,886.4025672655547
574,Concord,125880.0,79.114,37.978055555556004,-122.03111111111001,23.71657458563536,1591.1216725231943
575,Elizabeth,124969.0,34.873,40.662222222222,-74.209166666667,18.889071038251366,3583.5460098070143
576,Lafayette,120687.0,127.427415,30.216666666667,-92.03333333333299,26.924316939890712,947.1038865537687
577,Kent,92411.0,88.551693,47.382777777777996,-122.22694444443998,17.30955223880597,1043.5825320697143
578,Topeka,127473.0,159.21,39.033333333333005,-95.683333333333,20.462880886426593,800.6595063124175
579,Simi Valley,124237.0,109.419227,34.270833,-118.739167,25.058677685950414,1135.422022310576
580,Santa Clara,122192.0,47.675,37.35,-121.96666666667,22.488251366120217,2563.0204509701102
581,Athens,115452.0,306.2,33.955277777778,-83.383055555556,24.939344262295084,377.0476812540823
582,Hartford,124893.0,46.619785,41.763333333333,-72.685,18.06098901098901,2678.969883709245
583,Victorville,115903.0,190.988313,34.536111111111005,-117.28833333333,25.474861878453037,606.8591223170812
584,Abilene,117063.0,286.5,32.446388888889,-99.745555555556,25.364754098360656,408.59685863874347
585,Norman,110925.0,490.6,35.221666666667,-97.418333333333,23.419166666666666,226.10069302894414
586,Vallejo,115942.0,128.3,38.104088,-122.256638,23.86384839650146,903.6788776305533
587,Berkeley,112580.0,45.833,37.870277777778,-122.26805555556001,20.041297935103245,2456.308773154714
588,Round Rock,109821.0,68.116687,30.515,-97.6725,26.05521978021978,1612.2481118319804
589,Ann Arbor,113934.0,74.332658,42.275277777778,-83.730833333333,16.660109289617488,1532.7583200374727
590,Fargo,105549.0,126.443219,46.877222222222,-96.789444444444,6.863157894736842,834.7541357674546
591,Columbia,108500.0,164.464245,38.948333333333004,-92.333888888889,19.97978142076503,659.717861471957
592,Allentown,119104.0,46.619785,40.6,-75.483333333333,18.543169398907104,2554.7951368716094
593,Evansville,117429.0,115.57,37.974722222222,-87.555833333333,21.08739726027397,1016.0854893138359
594,Beaumont,118296.0,222.6,30.08,-94.126666666667,26.674863387978142,531.4285714285714
595,Odessa,110720.0,113.959476,31.863333333333003,-102.36555555556,25.163022508038587,971.5734389652687
596,Wilmington,109922.0,107.484506,34.223333333333,-77.912222222222,23.92622950819672,1022.6776313229742
597,Arvada,106433.0,92.616,39.802764399999994,-105.08748419999999,19.424043715846995,1149.1858858080677
598,Independence,116830.0,202.67,39.083333333333,-94.416666666667,19.53636363636364,576.4543346326541
599,Provo,116288.0,114.4,40.244444444444,-111.66083333333,20.478415300546448,1016.5034965034964
600,Lansing,114297.0,95.000763,42.7335,-84.5467,15.56775956284153,1203.1166528630933
601,El Monte,113475.0,24.988205,34.073333333333004,-118.0275,28.41958762886598,4541.142511036707
603,Fairfield,105321.0,97.475,38.257777777778,-122.05416666667,23.4021978021978,1080.492433957425
604,Clearwater,107685.0,101.6,27.973611111111,-82.76416666666701,28.33743169398907,1059.8917322834645
606,Rochester,106769.0,141.801849,44.0234,-92.46295,13.489890710382515,752.9450479873502
607,Carlsbad,105328.0,101.295,33.121944444444,-117.29694444443999,21.505494505494504,1039.8144034749987
608,Westminster,106114.0,85.210608,39.836111111111,-105.03722222222,20.581005586592177,1245.3144331513279
609,West Jordan,108383.0,80.030632,40.606388888889,-111.97611111111,18.178571428571427,1354.2689504188847
610,Pearland,108715.0,122.9,29.5544,-95.2958,28.024657534246575,884.5809601301871
611,Richardson,99223.0,74.2,32.965555555556,-96.715833333333,24.81775956284153,1337.2371967654985
612,Downey,111772.0,32.551,33.938055555556005,-118.13083333333,22.145070422535213,3433.750115203834
614,Temecula,100097.0,78.133,33.503333333333,-117.12361111111,25.885479452054796,1281.1104142935765
615,Costa Mesa,109960.0,40.662813,33.67,-117.91,23.302459016393442,2704.1906815448306
616,College Station,100050.0,128.5,30.601388888888998,-96.314444444444,27.026502732240438,778.5992217898832
617,Elgin,110145.0,97.668451,42.039444444444,-88.288611111111,15.952747252747253,1127.7439016617557
618,Murrieta,103466.0,87.058,33.569444444443995,-117.2025,24.956965944272447,1188.4720531140158
